35	26	154
33	77	154
31	129	154
29	180	154
27	232	154
25	283	154
23	334	154
21	386	154
19	540	206
17	592	206
15	643	206
13	694	206
11	746	206
09	797	206
07	849	206
05	900	206
03	951	206
01	1003	206
32	129	26
30	181	26
28  232	26
26	284	26
16	643	78
14	697	78
12	746	78
10	798	78
08	849	78
06	903	78
04	952	78
02	1003	78
